Frequency_Hz,Real_Ohm,Imag_Ohm
10000,0.0139687060145661,0.00557741895318031
8923.7412109375,0.0138581992941909,0.00496212020516396
6691.8623046875,0.0135811474174261,0.00366256013512611
5018.1884765625,0.0134291014983319,0.00257942359894514
3763.11059570312,0.0133955159690231,0.00172352092340589
2821.93481445312,0.0134257180907298,0.00100541207939386
2116.15258789062,0.0135265284916386,0.00040505500510335
1586.890625,0.0136819691833807,-8.22364818304777e-05
1190,0.013896052580094,-0.000483400886878371
892.374145507812,0.0141560769261559,-0.000815914652775973
669.186218261719,0.0144539738539606,-0.00107884607859887
501.818878173828,0.014786325438763,-0.0012838606198784
376.311065673828,0.0151425159710925,-0.00143428758019581
282.193481445312,0.0155163117269694,-0.00152381329098716
211.615264892578,0.0158984070403676,-0.00155715661821887
158.689056396484,0.0162693469119404,-0.0015412307693623
119.000007629395,0.0166226243982237,-0.00147910031955689
89.2374114990234,0.0169509590396046,-0.00138305065047462
66.9186172485352,0.0172401245663423,-0.00125875593221281
50.181884765625,0.0174809604841357,-0.00111717102845432
37.6311073303223,0.0176787653781503,-0.000965380888374057
28.2193489074707,0.0178400572303872,-0.000826240357127972
21.1615257263184,0.0179644313138851,-0.000697417031915393
15.8689060211182,0.0180601668735108,-0.000585053774557309
11.9000005722046,0.0181309279928428,-0.000498595170938643
8.92374134063721,0.0181886957284405,-0.000425829508458264
6.69186210632324,0.0182377255910069,-0.000379971468646545
5.0181884765625,0.018283691112174,-0.000348161809597514
3.76311063766479,0.0183250996151401,-0.00033185641586897
2.82193493843079,0.0183682863116701,-0.00032720515582696
2.11615252494812,0.0184117685548699,-0.000341626496719982
1.58689057826996,0.0184597304364615,-0.000366975238193845
1.19000005722046,0.0185110519228147,-0.000403872698598207
0.879999995231628,0.0185730008884093,-0.00045681068650083
0.666760742664337,0.0186435149703357,-0.000519763306215282
0.5,0.0187198821540733,-0.000597816288291142
0.374947100877762,0.0188151077186376,-0.000695544988673191
0.281170666217804,0.0189162337419475,-0.000803135320609272
0.21084825694561,0.019046089312269,-0.000933493114189332
0.15811388194561,0.0191845388767433,-0.00107911144498019
0.118568688631058,0.0193460172317828,-0.00125014120827416
0.0889139696955681,0.0195307529502315,-0.00145221351847624
0.0666760727763176,0.019734299254651,-0.00169518189973329
0.0500000007450581,0.0199627757147027,-0.00198411159649936
