Frequency_Hz,Real_Ohm,Imag_Ohm
10000,0.014471277478151,0.00589705258607864
8923.7412109375,0.0143492512288503,0.00526648573577404
6691.8623046875,0.0140316905453801,0.00392711162567139
5018.1884765625,0.0138381923898123,0.00280443578958511
3763.11059570312,0.0137729670386761,0.00192548101767898
2821.93481445312,0.0137905190058518,0.00118382228538394
2116.15258789062,0.0138649962609634,0.000561784952878952
1586.890625,0.0140064037841512,6.75693154335022e-05
1190,0.0142047292029019,-0.000332734314724803
892.374145507812,0.0144417377741775,-0.000661652651615441
669.186218261719,0.0147183539811522,-0.000914476753678173
501.818878173828,0.015021029903437,-0.00110067274363246
376.311065673828,0.015344606450526,-0.0012297939392738
282.193481445312,0.0156775627801835,-0.00129438110161573
211.615264892578,0.0160097783191304,-0.00130858621560037
158.689056396484,0.0163244756204222,-0.00128335633780807
119.000007629395,0.0166200800249499,-0.00121389236301184
89.2374114990234,0.016880854664123,-0.00112006319977809
66.9186172485352,0.0171107061187286,-0.00100201637542341
50.181884765625,0.0172955695497876,-0.000876164827786852
37.6311073303223,0.0174425260938733,-0.000752445448597427
28.2193489074707,0.0175536289725642,-0.000637537872535177
21.1615257263184,0.0176426463258395,-0.000538518848770764
15.8689060211182,0.0177121558417639,-0.000453597738669487
11.9000005722046,0.0177646052966338,-0.000392503967304947
8.92374134063721,0.0178066876974299,-0.000343258478096686
6.69186210632324,0.0177928272091776,-0.00031225989368977
5.0181884765625,0.0176849177519216,-0.000297701413728646
3.76311063766479,0.0177241842129661,-0.000295440655463608
2.82193493843079,0.0177619711012085,-0.00030169169031069
2.11615252494812,0.0177992954395449,-0.00031871011151452
1.58689057826996,0.0178413285216266,-0.000353618646386167
1.19000005722046,0.0178848678765462,-0.000391187124705539
0.879999995231628,0.0179540867461583,-0.000449653530722571
0.666760742664337,0.0180158650223348,-0.000513924437541391
0.5,0.018089419611897,-0.000599452447431759
0.374947100877762,0.0181925129895717,-0.000694328041106473
0.281170666217804,0.0183035389718498,-0.000800267138117761
0.21084825694561,0.0184304757772225,-0.000925695092064416
0.15811388194561,0.0185723079052877,-0.00107109380535064
0.118568688631058,0.0187313312940205,-0.00123874275128344
0.0889139696955681,0.0189137889974518,-0.00143306389652764
0.0666760727763176,0.0191249423446607,-0.00166590775366073
0.0500000007450581,0.0193734888061954,-0.00195093485959319
